# i, x, y, real(q), imag(q)
2270 8.90666 -0.0764033 -0.587903 -1.98954
2271 8.93815 -0.0494437 -0.525299 -1.83695
2272 8.96443 -0.0204862 -0.470428 -1.66829
2273 8.98382 0.010013 -0.414294 -1.48096
2274 8.99504 0.0414109 -0.341716 -1.27557
2275 8.99734 0.0729443 -0.240812 -1.07345
2276 8.99048 0.103808 -0.123143 -0.926102
2277 8.9748 0.133239 -0.0201852 -0.878768
2278 8.95119 0.160593 0.0418251 -0.933977
2279 8.92098 0.185419 0.0493682 -1.06401
2280 8.88589 0.207509 -0.0049353 -1.23326
2281 8.84791 0.22693 -0.126556 -1.40714
2282 8.80913 0.244029 -0.321198 -1.554
2283 8.77159 0.259415 -0.598185 -1.6448
2284 8.73718 0.273908 -0.974968 -1.6486
2285 8.70749 0.288478 -1.47977 -1.52428
2286 8.68369 0.304156 -2.12325 -1.19771
2287 8.66647 0.321944 -2.78981 -0.596131
2288 8.65603 0.342719 -3.11854 0.178504
2289 8.65203 0.367146 -2.97428 0.793757
2290 8.65365 0.395601 -2.62716 1.13387
2291 8.65968 0.428122 -2.26659 1.28913
2292 8.66858 0.46438 -1.93844 1.34197
2293 8.67863 0.503684 -1.64554 1.33704
2294 8.68805 0.545013 -1.38498 1.29405
2295 8.69513 0.587079 -1.15686 1.21828
2296 8.69834 0.628413 -0.963834 1.10561
2297 8.69644 0.667469 -0.81058 0.94574
2298 8.68858 0.702743 -0.703893 0.726649
2299 8.67432 0.732882 -0.653876 0.44948
2300 8.65364 0.756802 -0.669004 0.15506
2301 8.62697 0.773777 -0.747211 -0.0752371
2302 8.59508 0.783503 -0.874518 -0.184146
2303 8.55903 0.786147 -1.03539 -0.175576
2304 8.52012 0.782339 -1.2174 -0.0815562
2305 8.47969 0.773152 -1.40916 0.0681001
2306 8.4391 0.760029 -1.5979 0.252463
2307 8.39958 0.744693 -1.7677 0.457834
2308 8.36216 0.729028 -1.89783 0.675582
2309 8.32758 0.714948 -1.95744 0.898386
2310 8.29629 0.704254 -1.89551 1.11436
2311 8.26837 0.69851 -1.61247 1.27767
2312 8.24362 0.698917 -0.986035 1.27732
2313 8.22155 0.706224 -0.0869763 0.983139
2314 8.20144 0.720666 0.689165 0.51676
2315 8.18247 0.741933 1.15088 0.0844155
2316 8.16373 0.76919 1.36979 -0.258027
2317 8.14439 0.801121 1.43476 -0.521053
2318 8.1237 0.836022 1.40215 -0.71805
2319 8.10114 0.871908 1.30672 -0.854334
2320 8.0764 0.906658 1.1734 -0.928003
2321 8.04944 0.938154 1.02312 -0.931928
2322 8.02049 0.964431 0.876409 -0.854711
2323 7.98999 0.983815 0.754823 -0.683797
2324 7.95859 0.995041 0.682997 -0.418277
2325 7.92706 0.997336 0.682053 -0.098301
2326 7.89619 0.990477 0.754636 0.188169
2327 7.86676 0.974803 0.88159 0.372523
2328 7.83941 0.951187 1.03958 0.452439
2329 7.81458 0.920976 1.21261 0.460299
2330 7.79249 0.885893 1.39104 0.428235
2331 7.77307 0.847913 1.56915 0.377833
2332 7.75597 0.809126 1.74412 0.319379
2333 7.74059 0.771587 1.91608 0.251756
2334 7.72609 0.737181 2.08531 0.161393
2335 7.71152 0.707488 2.2441 0.0191511
2336 7.69584 0.683687 2.33872 -0.214844
2337 7.67806 0.666474 2.22242 -0.557675
2338 7.65728 0.656033 1.73785 -0.88938
2339 7.63285 0.652029 1.07163 -1.05573
2340 7.6044 0.65365 0.49891 -1.06774
2341 7.57188 0.659676 0.0764453 -0.990487
2342 7.53562 0.668576 -0.223657 -0.861473
2343 7.49632 0.678629 -0.427694 -0.704621
2344 7.45499 0.688052 -0.549715 -0.543086
2345 7.41292 0.695129 -0.596648 -0.404088
2346 7.37159 0.698337 -0.57336 -0.3181
2347 7.33253 0.696441 -0.486803 -0.317926
2348 7.29726 0.688582 -0.346902 -0.429376
2349 7.26712 0.674318 -0.177142 -0.664903
2350 7.2432 0.653644 -0.0167455 -0.976149
2351 7.22622 0.62697 0.0875369 -1.27406
2352 7.2165 0.595075 0.124463 -1.49456
2353 7.21385 0.559034 0.118423 -1.64172
2354 7.21766 0.520117 0.0999957 -1.74571
2355 7.22685 0.47969 0.0902975 -1.83043
2356 7.23997 0.439102 0.100192 -1.90802
2357 7.25531 0.399584 0.132258 -1.98292
2358 7.27097 0.362161 0.182262 -2.05608
2359 7.28505 0.327583 0.239881 -2.12688
2360 7.29575 0.296285 0.287518 -2.18702
2361 7.30149 0.268369 0.296716 -2.19852
2362 7.30108 0.24362 0.227009 -2.04947
2363 7.29378 0.221546 0.0773797 -1.643
2364 7.27933 0.201442 -0.0734027 -1.1421
2365 7.25807 0.182468 -0.167419 -0.753438
2366 7.23081 0.163733 -0.204111 -0.503005
2367 7.19888 0.144388 -0.198713 -0.353726
2368 7.16398 0.123705 -0.167543 -0.272539
2369 7.12809 0.101144 -0.127745 -0.237013
2370 7.09334 0.0764033 -0.0980148 -0.229959
2371 7.06185 0.0494437 -0.0984582 -0.235001
2372 7.03557 0.0204862 -0.148258 -0.232473
2373 7.01618 -0.010013 -0.264063 -0.202637
2374 7.00496 -0.0414109 -0.447248 -0.119102
2375 7.00266 -0.0729443 -0.665292 0.0132308
2376 7.00952 -0.103808 -0.858165 0.165442
2377 7.0252 -0.133239 -0.989563 0.292207
2378 7.04881 -0.160593 -1.06687 0.372431
2379 7.07902 -0.185419 -1.11123 0.405789
2380 7.11411 -0.207509 -1.13736 0.398983
2381 7.15209 -0.22693 -1.15236 0.359261
2382 7.19087 -0.244029 -1.1595 0.293137
2383 7.22841 -0.259415 -1.16154 0.205322
2384 7.26282 -0.273908 -1.1621 0.0965806
2385 7.29251 -0.288478 -1.16352 -0.0394212
2386 7.31631 -0.304156 -1.15615 -0.215395
2387 7.33353 -0.321944 -1.09704 -0.429833
2388 7.34397 -0.342719 -0.938937 -0.61771
2389 7.34797 -0.367146 -0.742485 -0.713062
2390 7.34635 -0.395601 -0.595048 -0.740213
2391 7.34032 -0.428122 -0.507769 -0.736908
2392 7.33142 -0.46438 -0.463053 -0.716515
2393 7.32137 -0.503684 -0.445203 -0.681996
2394 7.31195 -0.545013 -0.44401 -0.634787
2395 7.30487 -0.587079 -0.452381 -0.578375
2396 7.30166 -0.628413 -0.463506 -0.517761
2397 7.30356 -0.667469 -0.467703 -0.46065
2398 7.31142 -0.702743 -0.451193 -0.410187
2399 7.32568 -0.732882 -0.389919 -0.374082
2400 3.01001 -3.85888 0.797463 0.815216
2401 3.01014 -3.8905 0.78683 0.820516
2402 3.01918 -3.92259 0.693284 0.884549
2403 3.03643 -3.95435 0.548773 1.00143
2404 3.06066 -3.98504 0.367341 1.16226
2405 3.09024 -4.01409 0.149288 1.35882
2406 3.12321 -4.04115 -0.120352 1.5808
2407 3.15747 -4.06612 -0.446769 1.82297
2408 3.19087 -4.08915 -0.8372 2.07678
2409 3.2214 -4.11064 -1.2869 2.3361
2410 3.24731 -4.13119 -1.77106 2.58371
2411 3.26722 -4.15158 -2.20306 2.75663
2412 3.28025 -4.17263 -2.34279 2.67194
2413 3.28603 -4.19515 -1.90452 2.14064
2414 3.28474 -4.21987 -1.06739 1.37797
2415 3.2771 -4.24733 -0.240491 0.716734
2416 3.26428 -4.27782 0.429618 0.231287
2417 3.24787 -4.31135 0.939031 -0.116382
2418 3.22967 -4.34761 1.30663 -0.359326
2419 3.21167 -4.38598 1.5492 -0.519054
2420 3.19579 -4.42558 1.68257 -0.606441
2421 3.18386 -4.46528 1.72313 -0.628477
2422 3.17739 -4.50385 1.68627 -0.590056
2423 3.17756 -4.53998 1.58317 -0.494834
2424 3.18508 -4.57247 1.42241 -0.34898
2425 3.20018 -4.60024 1.22648 -0.173522
2426 3.22263 -4.62251 1.04774 -0.00861152
2427 3.25172 -4.6388 0.936274 0.115016
2428 3.28637 -4.64906 0.897846 0.196982
2429 3.32521 -4.65363 0.902995 0.252746
2430 3.36666 -4.65326 0.91142 0.297315
2431 3.40912 -4.64908 0.889874 0.340863
2432 3.45099 -4.64252 0.81174 0.387608
2433 3.49089 -4.63518 0.666487 0.437667
2434 3.52768 -4.62879 0.454295 0.485978
2435 3.56053 -4.625 0.185465 0.521828
2436 3.58903 -4.62534 -0.117601 0.524187
2437 3.61313 -4.631 -0.395177 0.457112
2438 3.63314 -4.64284 -0.541253 0.315177
2439 3.64971 -4.66124 -0.532422 0.170514
2440 3.66372 -4.68606 -0.466259 0.0812067
2441 3.67622 -4.71668 -0.418608 0.0447742
2442 3.68832 -4.752 -0.406453 0.0490746
2443 3.7011 -4.7905 -0.425313 0.0788985
2444 3.7155 -4.83037 -0.456591 0.123752
2445 3.73227 -4.86959 -0.476576 0.173147
2446 3.7519 -4.9061 -0.456724 0.214739
2447 3.7746 -4.93794 -0.365552 0.231148
2448 3.80027 -4.96338 -0.171404 0.19671
2449 3.82856 -4.98103 0.14284 0.0798979
2450 3.85888 -4.98999 0.544121 -0.133767
2451 3.8905 -4.98986 0.938215 -0.408847
2452 3.92259 -4.98082 1.24455 -0.680103
2453 3.95435 -4.96357 1.45146 -0.905186
2454 3.98504 -4.93934 1.58429 -1.07208
2455 4.01409 -4.90976 1.66551 -1.18003
2456 4.04115 -4.87679 1.71315 -1.23313
2457 4.06612 -4.84253 1.73677 -1.23249
2458 4.08915 -4.80913 1.74947 -1.17846
2459 4.11064 -4.7786 1.76369 -1.06291
2460 4.13119 -4.75269 1.7867 -0.859467
2461 4.15158 -4.73278 1.7963 -0.511806
2462 4.17263 -4.71975 1.69121 0.0408522
2463 4.19515 -4.71397 1.34816 0.69627
2464 4.21987 -4.71526 0.857232 1.20377
2465 4.24733 -4.7229 0.394625 1.50171
2466 4.27782 -4.73572 0.00576927 1.66128
2467 4.31135 -4.75213 -0.308788 1.72748
2468 4.34761 -4.77033 -0.555533 1.7239
2469 4.38598 -4.78833 -0.731107 1.65939
2470 4.42558 -4.80421 -0.834744 1.54412
2471 4.46528 -4.81614 -0.87029 1.39174
2472 4.50385 -4.82261 -0.847775 1.22154
2473 4.53998 -4.82244 -0.782227 1.05949
2474 4.57247 -4.81492 -0.694741 0.939617
2475 4.60024 -4.79982 -0.615917 0.898841
2476 4.62251 -4.77737 -0.577261 0.955008
2477 4.6388 -4.74828 -0.585248 1.08949
2478 4.64906 -4.71363 -0.614703 1.26383
2479 4.65363 -4.67479 -0.625637 1.4416
2480 4.65326 -4.63334 -0.576458 1.59211
2481 4.64908 -4.59088 -0.429486 1.69054
2482 4.64252 -4.54901 -0.150823 1.71524
2483 4.63518 -4.50911 0.294563 1.64596
2484 4.62879 -4.47232 0.952978 1.45776
2485 4.625 -4.43947 1.88952 1.1097
2486 4.62534 -4.41097 3.15256 0.537773
2487 4.631 -4.38687 4.56254 -0.288042
2488 4.64284 -4.36686 5.44885 -1.14614
2489 4.66124 -4.35029 5.43382 -1.68641
2490 4.68606 -4.33628 4.94014 -1.89737
2491 4.71668 -4.32378 4.34355 -1.93011
2492 4.752 -4.31168 3.76616 -1.87606
2493 4.7905 -4.2989 3.23786 -1.77445
2494 4.83037 -4.2845 2.76469 -1.63915
2495 4.86959 -4.26773 2.34492 -1.47272
2496 4.9061 -4.2481 1.97034 -1.27248
2497 4.93794 -4.2254 1.62528 -1.03402
2498 4.96338 -4.19973 1.29115 -0.756899
2499 4.98103 -4.17144 0.961725 -0.458412
2500 4.98999 -4.14112 0.670504 -0.192751
2501 4.98986 -4.1095 0.491652 -0.0347753
2502 4.98082 -4.07741 0.479749 -0.0165248
2503 4.96357 -4.04565 0.633167 -0.111949
2504 4.93934 -4.01496 0.923783 -0.279487
2505 4.90976 -3.98591 1.32226 -0.485458
2506 4.87679 -3.95885 1.80386 -0.706082
2507 4.84253 -3.93388 2.34422 -0.922568
2508 4.80913 -3.91085 2.91867 -1.11635
2509 4.7786 -3.88936 3.49805 -1.26339
2510 4.75269 -3.86881 4.03123 -1.32033
2511 4.73278 -3.84842 4.38502 -1.19993
2512 4.71975 -3.82737 4.22833 -0.762199
2513 4.71397 -3.80485 3.26218 -0.00596745
2514 4.71526 -3.78013 1.90752 0.756476
2515 4.7229 -3.75267 0.754941 1.31542
2516 4.73572 -3.72218 -0.0790965 1.69181
2517 4.75213 -3.68865 -0.659185 1.94009
2518 4.77033 -3.65239 -1.05303 2.0892
2519 4.78833 -3.61402 -1.30026 2.15826
2520 4.80421 -3.57442 -1.42341 2.15284
2521 4.81614 -3.53472 -1.43561 2.07465
2522 4.82261 -3.49615 -1.34578 1.91861
2523 4.82244 -3.46002 -1.16218 1.67321
2524 4.81492 -3.42753 -0.902987 1.33139
2525 4.79982 -3.39976 -0.619204 0.927673
2526 4.77737 -3.37749 -0.393663 0.561269
2527 4.74828 -3.3612 -0.27974 0.326351
2528 4.71363 -3.35094 -0.265394 0.24075
2529 4.67479 -3.34637 -0.309192 0.269212
2530 4.63334 -3.34674 -0.368353 0.367875
2531 4.59088 -3.35092 -0.415795 0.496442
2532 4.54901 -3.35748 -0.43606 0.626783
2533 4.50911 -3.36482 -0.425467 0.740447
2534 4.47232 -3.37121 -0.38798 0.829107
2535 4.43947 -3.375 -0.328017 0.889848
2536 4.41097 -3.37466 -0.239824 0.912993
2537 4.38687 -3.369 -0.0988689 0.858867
2538 4.36686 -3.35716 0.109716 0.681985
2539 4.35029 -3.33876 0.337951 0.448993
2540 4.33628 -3.31394 0.544818 0.249578
2541 4.32378 -3.28332 0.733624 0.0894968
2542 4.31168 -3.248 0.902214 -0.0498088
2543 4.2989 -3.2095 1.0486 -0.176028
2544 4.2845 -3.16963 1.15711 -0.286603
2545 4.26773 -3.13041 1.21334 -0.365912
2546 4.2481 -3.0939 1.19831 -0.388849
2547 4.2254 -3.06206 1.08954 -0.322457
2548 4.19973 -3.03662 0.860528 -0.130992
2549 4.17144 -3.01897 0.494444 0.204823
2550 4.14112 -3.01001 0.0257243 0.643842
2551 4.1095 -3.01014 -0.4376 1.07172
2552 4.07741 -3.01918 -0.79334 1.38991
2553 4.04565 -3.03643 -1.02055 1.58348
2554 4.01496 -3.06066 -1.1465 1.6787
2555 3.98591 -3.09024 -1.20787 1.70507
2556 3.95885 -3.12321 -1.22613 1.67595
2557 3.93388 -3.15747 -1.21818 1.59682
2558 3.91085 -3.19087 -1.1868 1.46433
2559 3.88936 -3.2214 -1.12111 1.2656
2560 3.86881 -3.24731 -0.981892 0.971182
2561 3.84842 -3.26722 -0.684621 0.530373
2562 3.82737 -3.28025 -0.114665 -0.088523
2563 3.80485 -3.28603 0.666152 -0.730726
2564 3.78013 -3.28474 1.35838 -1.14072
2565 3.75267 -3.2771 1.82832 -1.30522
2566 3.72218 -3.26428 2.11931 -1.32838
2567 3.68865 -3.24787 2.27632 -1.2721
2568 3.65239 -3.22967 2.32591 -1.17323
2569 3.61402 -3.21167 2.29162 -1.04667
2570 3.57442 -3.19579 2.20226 -0.914656
2571 3.53472 -3.18386 2.09654 -0.798769
2572 3.49615 -3.17739 2.01713 -0.724724
2573 3.46002 -3.17756 2.00249 -0.71767
2574 3.42753 -3.18508 2.07039 -0.793988
2575 3.39976 -3.20018 2.19953 -0.942964
2576 3.37749 -3.22263 2.34257 -1.12176
2577 3.3612 -3.25172 2.47309 -1.28982
2578 3.35094 -3.28637 2.5915 -1.43406
2579 3.34637 -3.32521 2.69481 -1.55454
2580 3.34674 -3.36666 2.76413 -1.64782
2581 3.35092 -3.40912 2.77163 -1.70479
2582 3.35748 -3.45099 2.68752 -1.71087
2583 3.36482 -3.49089 2.48352 -1.64612
2584 3.37121 -3.52768 2.13126 -1.47951
2585 3.375 -3.56053 1.59433 -1.15732
2586 3.37466 -3.58903 0.829249 -0.594367
2587 3.369 -3.61313 -0.136481 0.267077
2588 3.35716 -3.63314 -0.991696 1.20626
2589 3.33876 -3.64971 -1.37203 1.82472
2590 3.31394 -3.66372 -1.34497 2.07597
2591 3.28332 -3.67622 -1.12779 2.10866
2592 3.248 -3.68832 -0.844601 2.02346
2593 3.2095 -3.7011 -0.55503 1.87203
2594 3.16963 -3.7155 -0.285033 1.6854
2595 3.13041 -3.73227 -0.0424829 1.48556
2596 3.0939 -3.7519 0.17533 1.29055
2597 3.06206 -3.7746 0.375241 1.11499
2598 3.03662 -3.80027 0.559232 0.970718
2599 3.01897 -3.82856 0.712169 0.867713
2600 -0.416147 -3.0907 2.184 -1.64534
2601 -0.442682 -3.10789 2.13692 -1.57767
2602 -0.464799 -3.13285 2.25273 -1.57714
2603 -0.482201 -3.16452 2.50767 -1.63735
2604 -0.494934 -3.20149 2.86313 -1.7388
2605 -0.503404 -3.24207 3.27786 -1.85468
2606 -0.508362 -3.28444 3.7121 -1.95911
2607 -0.510862 -3.32676 4.12856 -2.03159
2608 -0.512192 -3.36731 4.49324 -2.06022
2609 -0.513777 -3.40461 4.76608 -2.04321
2610 -0.517078 -3.43752 4.88052 -1.98084
2611 -0.523472 -3.46529 4.65358 -1.86784
2612 -0.534142 -3.48763 3.79186 -1.64613
2613 -0.549972 -3.50466 2.12334 -1.29953
2614 -0.57147 -3.51693 0.363838 -0.955392
2615 -0.598704 -3.52533 -0.946217 -0.728139
2616 -0.631285 -3.53102 -1.81646 -0.593336
2617 -0.668371 -3.53532 -2.3834 -0.503957
2618 -0.708713 -3.53961 -2.73721 -0.433064
2619 -0.750734 -3.54519 -2.92378 -0.376127
2620 -0.792627 -3.55322 -2.96203 -0.345655
2621 -0.832485 -3.56463 -2.8548 -0.365493
2622 -0.868429 -3.58003 -2.5914 -0.465029
2623 -0.898747 -3.59969 -2.1512 -0.670354
2624 -0.922021 -3.62357 -1.5266 -0.982455
2625 -0.937231 -3.65129 -0.792424 -1.34543
2626 -0.943838 -3.68221 -0.130851 -1.65539
2627 -0.941832 -3.71549 0.300428 -1.85288
2628 -0.931742 -3.75019 0.482681 -1.95071
2629 -0.914603 -3.78534 0.480037 -1.98181
2630 -0.891895 -3.82003 0.364659 -1.9655
2631 -0.865442 -3.85349 0.191907 -1.90689
2632 -0.837288 -3.88518 -0.00160616 -1.80331
2633 -0.809557 -3.91479 -0.199201 -1.65192
2634 -0.784303 -3.94229 -0.395934 -1.44861
2635 -0.763366 -3.96789 -0.613631 -1.20254
2636 -0.748248 -3.99205 -0.819462 -0.896607
2637 -0.739999 -4.01539 -1.05923 -0.633047
2638 -0.73915 -4.03863 -1.05858 -0.421408
2639 -0.745675 -4.06251 -0.879911 -0.430435
2640 -0.758991 -4.0877 -0.615535 -0.582511
2641 -0.778003 -4.11477 -0.340948 -0.805835
2642 -0.801185 -4.14403 -0.0655453 -1.04425
2643 -0.826682 -4.17559 0.201764 -1.268
2644 -0.852449 -4.20925 0.443269 -1.45859
2645 -0.87639 -4.24455 0.627078 -1.60462
2646 -0.896508 -4.2808 0.707899 -1.69606
2647 -0.911038 -4.31711 0.628403 -1.71708
2648 -0.91857 -4.35245 0.324139 -1.63894
2649 -0.918142 -4.38579 -0.241952 -1.42133
2650 -0.909297 -4.41615 -1.01115 -1.05517
2651 -0.892106 -4.44268 -1.78743 -0.61591
2652 -0.867153 -4.4648 -2.39483 -0.224384
2653 -0.835481 -4.4822 -2.79554 0.0576791
2654 -0.798509 -4.49493 -3.03102 0.236546
2655 -0.757926 -4.5034 -3.14413 0.345983
2656 -0.715558 -4.50836 -3.1586 0.423434
2657 -0.673242 -4.51086 -3.08105 0.500551
2658 -0.632695 -4.51219 -2.90178 0.601181
2659 -0.595394 -4.51378 -2.59175 0.731455
2660 -0.562485 -4.51708 -2.07641 0.891535
2661 -0.53471 -4.52347 -1.24765 0.995284
2662 -0.512375 -4.53414 0.045358 1.01123
2663 -0.495344 -4.54997 1.45904 0.684723
2664 -0.483074 -4.57147 2.46538 0.227851
2665 -0.474671 -4.5987 2.95067 -0.208551
2666 -0.468978 -4.63129 3.11422 -0.543508
2667 -0.464676 -4.66837 3.08711 -0.776949
2668 -0.460392 -4.70871 2.93826 -0.913848
2669 -0.454812 -4.75073 2.70988 -0.96454
2670 -0.446776 -4.79263 2.44091 -0.945413
2671 -0.435369 -4.83248 2.17376 -0.882168
2672 -0.419973 -4.86843 1.95436 -0.810194
2673 -0.400307 -4.89875 1.8302 -0.774713
2674 -0.376428 -4.92202 1.83904 -0.823806
2675 -0.34871 -4.93723 1.99285 -0.985429
2676 -0.317791 -4.94384 2.25421 -1.23691
2677 -0.284507 -4.94183 2.57158 -1.51611
2678 -0.249807 -4.93174 2.90909 -1.77121
2679 -0.21466 -4.9146 3.24096 -1.9699
2680 -0.179974 -4.89189 3.53758 -2.08823
2681 -0.14651 -4.86544 3.7641 -2.10588
2682 -0.11482 -4.83729 3.88241 -2.00609
2683 -0.0852084 -4.80956 3.84957 -1.77432
2684 -0.0577117 -4.7843 3.60675 -1.39062
2685 -0.0321072 -4.76337 3.05034 -0.81896
2686 -0.00794617 -4.74825 2.00335 0.0022937
2687 0.0153917 -4.74 0.288061 1.05739
2688 0.038628 -4.73915 -1.73089 2.04609
2689 0.0625054 -4.74567 -3.24613 2.60431
2690 0.0877049 -4.75899 -4.05056 2.80774
2691 0.114768 -4.778 -4.40621 2.85351
2692 0.144034 -4.80118 -4.50562 2.83159
2693 0.175589 -4.82668 -4.44592 2.76657
2694 0.209248 -4.85245 -4.27355 2.6581
2695 0.244553 -4.87639 -4.01427 2.50031
2696 0.280803 -4.89651 -3.683 2.28802
2697 0.317106 -4.91104 -3.28615 2.01809
2698 0.352451 -4.91857 -2.82176 1.69023
2699 0.385792 -4.91814 -2.29979 1.31846
2700 0.416147 -4.9093 -1.77859 0.955289
2701 0.442682 -4.89211 -1.38899 0.690685
2702 0.464799 -4.86715 -1.23294 0.58061
2703 0.482201 -4.83548 -1.31177 0.607867
2704 0.494934 -4.79851 -1.5637 0.718589
2705 0.503404 -4.75793 -1.91629 0.856586
2706 0.508362 -4.71556 -2.30314 0.970885
2707 0.510862 -4.67324 -2.66608 1.01291
2708 0.512192 -4.63269 -2.95089 0.929756
2709 0.513777 -4.59539 -3.10037 0.653015
2710 0.517078 -4.56248 -3.01734 0.0813704
2711 0.523472 -4.53471 -2.5497 -0.912169
2712 0.534142 -4.51237 -1.40449 -2.34357
2713 0.549972 -4.49534 0.24572 -3.71296
2714 0.57147 -4.48307 1.77503 -4.41389
2715 0.598704 -4.47467 2.7994 -4.53044
2716 0.631285 -4.46898 3.4416 -4.36443
2717 0.668371 -4.46468 3.84146 -4.07466
2718 0.708713 -4.46039 4.07939 -3.73393
2719 0.750734 -4.45481 4.1901 -3.38007
2720 0.792627 -4.44678 4.18284 -3.03491
2721 0.832485 -4.43537 4.04725 -2.70645
2722 0.868429 -4.41997 3.75144 -2.38713
2723 0.898747 -4.40031 3.24121 -2.0539
2724 0.922021 -4.37643 2.46837 -1.68055
2725 0.937231 -4.34871 1.48893 -1.27724
2726 0.943838 -4.31779 0.536309 -0.92762
2727 0.941832 -4.28451 -0.140512 -0.733214
2728 0.931742 -4.24981 -0.468617 -0.73557
2729 0.914603 -4.21466 -0.506803 -0.925275
2730 0.891895 -4.17997 -0.344687 -1.27836
2731 0.865442 -4.14651 -0.0621838 -1.77083
2732 0.837288 -4.11482 0.278565 -2.38269
2733 0.809557 -4.08521 0.634578 -3.10173
2734 0.784303 -4.05771 0.981036 -3.9281
2735 0.763366 -4.03211 1.30441 -4.86022
2736 0.748248 -4.00795 1.57279 -5.82708
2737 0.739999 -3.98461 1.68099 -6.45078
2738 0.73915 -3.96137 1.46096 -6.1133
2739 0.745675 -3.93749 1.0098 -4.95613
2740 0.758991 -3.9123 0.55726 -3.71748
2741 0.778003 -3.88523 0.164074 -2.69191
2742 0.801185 -3.85597 -0.187697 -1.88014
2743 0.826682 -3.82441 -0.514727 -1.23699
2744 0.852449 -3.79075 -0.81387 -0.733287
2745 0.87639 -3.75545 -1.05907 -0.359589
2746 0.896508 -3.7192 -1.20122 -0.118957
2747 0.911038 -3.68289 -1.16697 -0.0219397
2748 0.91857 -3.64755 -0.862787 -0.0827971
2749 0.918142 -3.61421 -0.208444 -0.306166
2750 0.909297 -3.58385 0.75435 -0.653396
2751 0.892106 -3.55732 1.79198 -1.02888
2752 0.867153 -3.5352 2.64327 -1.35171
2753 0.835481 -3.5178 3.21545 -1.60945
2754 0.798509 -3.50507 3.53652 -1.82657
2755 0.757926 -3.4966 3.65618 -2.02555
2756 0.715558 -3.49164 3.60994 -2.21431
2757 0.673242 -3.48914 3.4145 -2.38444
2758 0.632695 -3.48781 3.06602 -2.5112
2759 0.595394 -3.48622 2.53072 -2.54938
2760 0.562485 -3.48292 1.72805 -2.42205
2761 0.53471 -3.47653 0.522085 -1.99235
2762 0.512375 -3.46586 -1.13626 -1.11093
2763 0.495344 -3.45003 -2.78499 0.0888549
2764 0.483074 -3.42853 -3.74996 1.06329
2765 0.474671 -3.4013 -4.06061 1.59182
2766 0.468978 -3.36871 -4.01034 1.78915
2767 0.464676 -3.33163 -3.76369 1.78161
2768 0.460392 -3.29129 -3.39709 1.65122
2769 0.454812 -3.24927 -2.95858 1.45433
2770 0.446776 -3.20737 -2.49738 1.23834
2771 0.435369 -3.16752 -2.07343 1.04937
2772 0.419973 -3.13157 -1.75976 0.935304
2773 0.400307 -3.10125 -1.63993 0.94475
2774 0.376428 -3.07798 -1.78839 1.11428
2775 0.34871 -3.06277 -2.21084 1.43143
2776 0.317791 -3.05616 -2.79564 1.81555
2777 0.284507 -3.05817 -3.39369 2.1811
2778 0.249807 -3.06826 -3.92908 2.49825
2779 0.21466 -3.0854 -4.38506 2.77201
2780 0.179974 -3.10811 -4.75555 3.0098
2781 0.14651 -3.13456 -5.02638 3.21264
2782 0.11482 -3.16271 -5.17232 3.37548
2783 0.0852084 -3.19044 -5.1545 3.4879
2784 0.0577117 -3.2157 -4.90625 3.52482
2785 0.0321072 -3.23663 -4.30343 3.43119
2786 0.00794617 -3.25175 -3.11011 3.05244
2787 -0.0153917 -3.26 -1.09755 2.1848
2788 -0.038628 -3.26085 1.3862 0.774851
2789 -0.0625054 -3.25433 3.29232 -0.577014
2790 -0.0877049 -3.24101 4.31631 -1.5191
2791 -0.114768 -3.222 4.74276 -2.09548
2792 -0.144034 -3.19882 4.81304 -2.41705
2793 -0.175589 -3.17332 4.65957 -2.55532
2794 -0.209248 -3.14755 4.35858 -2.55651
2795 -0.244553 -3.12361 3.96563 -2.45811
2796 -0.280803 -3.10349 3.52923 -2.29679
2797 -0.317106 -3.08896 3.09392 -2.10824
2798 -0.352451 -3.08143 2.69975 -1.92361
2799 -0.385792 -3.08186 2.38368 -1.76407
2800 4.5403 0.841471 -0.266976 0.84283
2801 4.5115 0.854511 -0.310163 0.800982
2802 4.47855 0.85964 -0.393993 0.826702
2803 4.4425 0.85717 -0.495851 0.911134
2804 4.40451 0.847909 -0.597935 1.03332
2805 4.36578 0.833109 -0.689368 1.17017
2806 4.32745 0.814389 -0.763608 1.29981
2807 4.29049 0.79363 -0.817759 1.4011
2808 4.25566 0.772841 -0.849245 1.4536
2809 4.22341 0.754021 -0.853178 1.43266
2810 4.19394 0.739018 -0.81361 1.30037
2811 4.16711 0.729392 -0.689341 0.991468
2812 4.14255 0.726302 -0.40982 0.434014
2813 4.11967 0.730421 0.0224874 -0.271089
2814 4.09773 0.741881 0.445805 -0.82436
2815 4.07594 0.760258 0.75713 -1.12435
2816 4.05355 0.784598 0.970301 -1.25207
2817 4.02989 0.81348 1.11121 -1.27955
2818 4.00449 0.845112 1.19365 -1.24662
2819 3.97709 0.877456 1.22473 -1.1749
2820 3.94769 0.908367 1.20895 -1.07602
2821 3.91656 0.935743 1.15169 -0.957193
2822 3.88418 0.95767 1.05793 -0.823431
2823 3.85125 0.972557 0.93112 -0.678053
2824 3.81858 0.979239 0.77522 -0.527988
2825 3.78704 0.977061 0.606829 -0.391873
